Mean Power,Peak Power,Energy,Hamming Distance,Label,Predicted Label
0.054944575,0.075327,3.182125738,0,Normal,Normal
0.054823275,0.166152,3.442557968,9,Attack,Attack
0.051760375,0.075872,2.826996569,0,Normal,Normal
0.054603902,0.164923,3.380298106,8,Attack,Attack
0.05350568,0.071591,3.011550621,0,Normal,Normal
0.054531963,0.16081,3.29882257,8,Attack,Attack
0.051479364,0.070117,2.798514627,0,Normal,Normal
0.053876771,0.162167,3.316518781,8,Attack,Attack
0.052075902,0.072815,2.849765469,0,Normal,Normal
0.054583851,0.166503,3.399368456,10,Attack,Attack
0.053866092,0.080439,3.091920759,0,Normal,Normal
0.05774972,0.169985,3.773765514,10,Attack,Attack
0.050323685,0.06803,2.665495588,0,Normal,Normal
0.052761939,0.164386,3.144647477,6,Attack,Attack
0.052319563,0.072194,2.892118193,0,Normal,Normal
0.054282902,0.159958,3.453185475,5,Attack,Attack
0.052657841,0.074369,2.944241172,0,Normal,Normal
0.053287931,0.16676,3.214710531,10,Attack,Attack
0.054479526,0.076094,3.139396684,0,Normal,Normal
0.055564851,0.156767,3.567673951,8,Attack,Attack
0.05461546,0.078071,3.157394145,0,Normal,Normal
0.055307785,0.169344,3.508447593,11,Attack,Attack
0.051287095,0.071353,2.791107996,0,Normal,Normal
0.054913251,0.162076,3.542343012,9,Attack,Attack
0.053614323,0.080718,3.058376538,0,Normal,Normal
0.054611843,0.163311,3.497880441,11,Attack,Attack
0.053898269,0.074942,3.062155185,0,Normal,Normal
0.055556599,0.165343,3.515797604,8,Attack,Attack
0.05147466,0.077161,2.803807285,0,Normal,Normal
0.055693911,0.16369,3.60244611,7,Attack,Attack
0.051592307,0.06897,2.799606414,0,Normal,Normal
0.053889185,0.162544,3.309519046,7,Attack,Attack
0.051615389,0.073658,2.82189066,0,Normal,Normal
0.058588505,0.166362,4.006294141,11,Attack,Attack
0.053702035,0.080463,3.08075492,0,Normal,Normal
0.054561085,0.167997,3.344389862,11,Attack,Attack
0.052682209,0.080582,2.961843909,0,Normal,Normal
0.05555415,0.163794,3.65863842,10,Attack,Attack
0.055102727,0.076948,3.200178307,0,Normal,Normal
0.053683922,0.160579,3.412440314,10,Attack,Attack
0.054171126,0.073185,3.073759092,0,Normal,Normal
0.057410396,0.157544,3.779108627,6,Attack,Attack
0.051685059,0.068826,2.806102584,0,Normal,Normal
0.0573157,0.158384,3.652265753,4,Attack,Attack
0.053181433,0.077118,3.014768404,0,Normal,Normal
0.056348426,0.160299,3.620937965,8,Attack,Attack
0.053781347,0.078112,3.068727208,0,Normal,Normal
0.057619462,0.165644,3.704340597,6,Attack,Attack
0.05020717,0.075706,2.696227354,0,Normal,Normal
0.055738898,0.163268,3.546239425,12,Attack,Attack
0.052817534,0.077847,2.944142715,0,Normal,Normal
0.05014735,0.166338,2.930027428,5,Attack,Attack
0.052718356,0.076062,2.939338083,0,Normal,Normal
0.057070052,0.170268,3.847500179,8,Attack,Attack
0.053134679,0.077045,2.97751787,0,Normal,Normal
0.056753228,0.162,3.712505539,5,Attack,Attack
0.051508645,0.077532,2.829182734,0,Normal,Normal
0.054654698,0.163092,3.40892633,8,Attack,Attack
0.050316421,0.073057,2.679571801,0,Normal,Normal
0.058188657,0.166566,3.863109942,9,Attack,Attack
0.052722586,0.074272,2.947206497,0,Normal,Normal
0.053709716,0.157435,3.364104213,7,Attack,Attack
0.051100024,0.066953,2.73598908,0,Normal,Normal
0.054389927,0.160535,3.337314082,8,Attack,Attack
0.050791705,0.075709,2.73445551,0,Normal,Normal
0.057200419,0.160641,3.658799449,11,Attack,Attack
0.05192348,0.075251,2.850206941,0,Normal,Normal
0.054481499,0.16022,3.324966177,10,Attack,Attack
0.053514421,0.075145,3.029864977,0,Normal,Normal
0.056949107,0.165651,3.789848143,12,Attack,Attack
0.05257136,0.071712,2.908193569,0,Normal,Normal
0.056763007,0.170478,3.736854062,8,Attack,Attack
0.051382736,0.074537,2.793570952,0,Normal,Normal
0.055040197,0.159771,3.45313561,8,Attack,Attack
0.053453123,0.075402,3.017128384,0,Normal,Normal
0.058278755,0.16821,3.872107924,8,Attack,Attack
0.05129416,0.070691,2.76467692,0,Normal,Normal
0.055091387,0.165236,3.541823972,7,Attack,Attack
0.052620216,0.074526,2.938147065,0,Normal,Normal
0.052144929,0.153842,3.061083699,6,Attack,Attack
0.054869557,0.076983,3.192821496,0,Normal,Normal
0.056197283,0.16148,3.50610075,8,Attack,Attack
0.050754405,0.07311,2.718223136,0,Normal,Normal
0.05646469,0.16028,3.626556227,8,Attack,Attack
0.054762056,0.077481,3.155527232,0,Normal,Normal
0.05444535,0.165285,3.380207506,10,Attack,Attack
0.051535964,0.077231,2.821883359,0,Normal,Normal
0.053141001,0.157331,3.182182974,6,Attack,Attack
0.053996755,0.072095,3.056901379,0,Normal,Normal
0.055222571,0.161723,3.457339879,6,Attack,Attack
0.04915824,0.073182,2.557449212,0,Normal,Normal
0.057670424,0.16597,3.753888376,7,Attack,Attack
0.052873269,0.07931,2.954563486,0,Normal,Normal
0.056533553,0.157185,3.66167388,8,Attack,Attack
0.052578561,0.077215,2.932948648,0,Normal,Normal
0.056076734,0.168395,3.627748284,8,Attack,Attack
0.049294044,0.068316,2.550691811,0,Normal,Normal
0.058771983,0.168936,3.958016607,6,Attack,Attack
0.049069464,0.066291,2.548313674,0,Normal,Normal
0.055635939,0.166419,3.499344634,11,Attack,Attack
0.054636782,0.077403,3.147807679,0,Normal,Normal
0.056266458,0.166223,3.640453629,10,Attack,Attack
0.05247032,0.073964,2.895907685,0,Normal,Normal
0.054813475,0.165135,3.384689894,7,Attack,Attack
0.053608683,0.078826,3.042086511,0,Normal,Normal
0.054705427,0.169823,3.476701811,11,Attack,Attack
0.049835212,0.079482,2.626793829,0,Normal,Normal
0.057865896,0.175147,3.905601997,7,Attack,Attack
0.053726008,0.078553,3.033695043,0,Normal,Normal
0.05418369,0.170212,3.426090515,9,Attack,Attack
0.051598171,0.070844,2.792790814,0,Normal,Normal
0.055387276,0.154263,3.522842512,7,Attack,Attack
0.052020857,0.07759,2.875980427,0,Normal,Normal
0.054571862,0.170482,3.447163273,8,Attack,Attack
0.053373635,0.075486,3.030891285,0,Normal,Normal
0.05543386,0.162999,3.535482611,9,Attack,Attack
0.053047712,0.079269,2.981198429,0,Normal,Normal
0.053023526,0.156577,3.24570021,6,Attack,Attack
0.049481737,0.072962,2.584508242,0,Normal,Normal
0.054241479,0.163765,3.399236166,9,Attack,Attack
0.05224366,0.075195,2.885435082,0,Normal,Normal
0.056078698,0.163881,3.675676356,9,Attack,Attack
0.052806137,0.079437,2.965763368,0,Normal,Normal
0.052587014,0.170829,3.159052803,9,Attack,Attack
0.051556619,0.070704,2.800339199,0,Normal,Normal
0.053080494,0.161497,3.18841864,9,Attack,Attack
0.05355384,0.079523,3.074366692,0,Normal,Normal
0.056391578,0.166722,3.653937494,7,Attack,Attack
0.049934395,0.073339,2.6355939,0,Normal,Normal
0.05808601,0.16443,3.896279519,7,Attack,Attack
0.053957023,0.075854,3.067658346,0,Normal,Normal
0.057518842,0.164017,3.804795622,9,Attack,Attack
0.053088753,0.074014,2.979487706,0,Normal,Normal
0.049996354,0.152996,2.802136416,11,Attack,Attack
0.051974229,0.071629,2.841793554,0,Normal,Normal
0.052695247,0.166453,3.102118974,9,Attack,Attack
0.051427306,0.07253,2.778037091,0,Normal,Normal
0.053753464,0.16029,3.29137713,8,Attack,Attack
0.052561169,0.073527,2.920279103,0,Normal,Normal
0.056259399,0.163175,3.609132106,9,Attack,Attack
0.052684516,0.073767,2.931895696,0,Normal,Normal
0.057223891,0.161418,3.708512582,10,Attack,Attack
0.050380949,0.072379,2.697866251,0,Normal,Normal
0.053864766,0.157906,3.270827912,10,Attack,Attack
0.053434656,0.077236,3.020527837,0,Normal,Normal
0.059228576,0.167075,4.004422357,7,Attack,Attack
0.051584215,0.071654,2.79800967,0,Normal,Normal
0.056046383,0.163014,3.653767078,8,Attack,Attack
0.050703629,0.072473,2.697610909,0,Normal,Normal
0.057280478,0.161134,3.645871784,10,Attack,Attack
0.049704972,0.074252,2.620771931,0,Normal,Normal
0.055029848,0.166787,3.53707805,9,Attack,Attack
0.052735905,0.081631,2.963223725,0,Normal,Normal
0.056753243,0.161162,3.684032483,9,Attack,Attack
0.051889168,0.070756,2.824773649,0,Normal,Normal
0.055022847,0.157205,3.404325284,9,Attack,Attack
0.053214204,0.077381,2.975627248,0,Normal,Normal
0.054527853,0.162009,3.378053768,9,Attack,Attack
0.051162133,0.074547,2.762950605,0,Normal,Normal
0.056618902,0.168238,3.697499238,6,Attack,Attack
0.053118774,0.071284,2.97723838,0,Normal,Normal
0.051968831,0.155854,3.113546758,10,Attack,Attack
0.053875703,0.074436,3.041265792,0,Normal,Normal
0.055216833,0.161898,3.48619988,9,Attack,Attack
0.052076622,0.075648,2.872704541,0,Normal,Normal
0.056180368,0.164264,3.617255365,8,Attack,Attack
0.052947278,0.07742,2.97015065,0,Normal,Normal
0.053744574,0.156229,3.280910909,11,Attack,Attack
0.054682001,0.077722,3.170737346,0,Normal,Normal
0.058933894,0.166158,3.938132137,10,Attack,Attack
0.050177821,0.077038,2.66391973,0,Normal,Normal
0.054560666,0.168261,3.370189235,5,Attack,Attack
0.052025122,0.072272,2.852640673,0,Normal,Normal
0.055573461,0.164963,3.502994076,8,Attack,Attack
0.051861632,0.074325,2.845129324,0,Normal,Normal
0.054143715,0.167694,3.31500495,9,Attack,Attack
0.054630045,0.080439,3.158695193,0,Normal,Normal
0.05945066,0.157647,4.075114788,6,Attack,Attack
0.052627601,0.073852,2.92820596,0,Normal,Normal
0.053970041,0.160192,3.2718495,6,Attack,Attack
0.053359179,0.073311,2.998410981,0,Normal,Normal
0.054425421,0.168968,3.355000061,6,Attack,Attack
0.05302705,0.078589,2.984021623,0,Normal,Normal
0.053461434,0.164885,3.324813623,8,Attack,Attack
0.053504826,0.077787,3.029176053,0,Normal,Normal
0.054750779,0.166128,3.410077845,8,Attack,Attack
0.052518433,0.080409,2.959957743,0,Normal,Normal
0.055754968,0.159776,3.55788454,5,Attack,Attack
0.050620396,0.074089,2.721124784,0,Normal,Normal
0.056522323,0.160382,3.544426516,6,Attack,Attack
0.054129705,0.077617,3.078394181,0,Normal,Normal
0.056429899,0.166804,3.685754723,8,Attack,Attack
0.05294702,0.07323,2.975974826,0,Normal,Normal
0.05496942,0.160522,3.581081544,11,Attack,Attack
0.051559519,0.078442,2.835128091,0,Normal,Normal
0.056929139,0.164481,3.748643307,10,Attack,Attack
0.052894165,0.080017,2.952612441,0,Normal,Normal
0.055706707,0.168153,3.528133163,6,Attack,Attack
0.051729232,0.07102,2.819029866,0,Normal,Normal
0.057774159,0.169133,3.81939703,6,Attack,Attack
0.052961168,0.080756,2.952231372,0,Normal,Normal
0.056329864,0.15862,3.646686098,8,Attack,Attack
0.050687061,0.078199,2.735902947,0,Normal,Normal
0.053645501,0.158008,3.256203156,9,Attack,Attack
0.052296546,0.076613,2.904471983,0,Normal,Normal
0.056499844,0.15831,3.612907464,8,Attack,Attack
0.055770472,0.077938,3.278390355,0,Normal,Normal
0.054016737,0.16383,3.251520873,8,Attack,Attack
0.051284849,0.076386,2.770705933,0,Normal,Normal
0.052373937,0.169124,3.090725425,7,Attack,Attack
0.051210612,0.073111,2.793159783,0,Normal,Normal
0.057858228,0.164124,3.876501047,10,Attack,Attack
0.053225854,0.078781,3.029380296,0,Normal,Normal
0.054837862,0.15111,3.384200283,8,Attack,Attack
0.052796106,0.074992,2.934819057,0,Normal,Normal
0.05526185,0.153704,3.489663708,11,Attack,Attack
0.05330903,0.071506,2.98489399,0,Normal,Normal
0.058264506,0.170377,3.886773597,7,Attack,Attack
0.052957493,0.080496,2.983128469,0,Normal,Normal
0.054423345,0.15932,3.386385854,10,Attack,Attack
0.050599263,0.075049,2.693722352,0,Normal,Normal
0.054875271,0.163677,3.455905606,5,Attack,Attack
0.056670277,0.075299,3.373005445,0,Normal,Normal
0.056234645,0.162324,3.56511948,6,Attack,Attack
0.05492911,0.078587,3.206612518,0,Normal,Normal
0.056399384,0.159918,3.517432994,7,Attack,Attack
0.052004016,0.069844,2.828997613,0,Normal,Normal
0.053276168,0.157156,3.215759359,12,Attack,Attack
0.050511096,0.071522,2.690613997,0,Normal,Normal
0.052955565,0.154907,3.214804298,8,Attack,Attack
0.048232334,0.070346,2.43214212,0,Normal,Normal
0.057474692,0.161933,3.720168082,8,Attack,Attack
0.05511072,0.080466,3.213134647,0,Normal,Normal
0.056400934,0.157316,3.590803946,6,Attack,Attack
0.051436493,0.071856,2.804810826,0,Normal,Normal
0.057421889,0.167307,3.808756806,11,Attack,Attack
0.051206583,0.076375,2.781141884,0,Normal,Normal
0.056290579,0.158019,3.61989188,9,Attack,Attack
0.051475854,0.069429,2.781539009,0,Normal,Normal
0.057901967,0.165009,3.785386155,7,Attack,Attack
0.054011756,0.076261,3.072412405,0,Normal,Normal
0.053092814,0.158017,3.135877957,10,Attack,Attack
0.051661525,0.070946,2.798299991,0,Normal,Normal
0.05518352,0.163586,3.495805063,7,Attack,Attack
0.051721016,0.07539,2.828787076,0,Normal,Normal
0.058299623,0.161807,3.917455486,9,Attack,Attack
0.053080454,0.072253,2.966802967,0,Normal,Normal
0.054700599,0.154449,3.45179708,9,Attack,Attack
0.054753002,0.078184,3.146976489,0,Normal,Normal
0.055972219,0.162012,3.568744746,9,Attack,Attack
0.050531872,0.066922,2.680092702,0,Normal,Normal
0.059690889,0.176073,4.083351817,7,Attack,Attack
0.051916257,0.079092,2.865983465,0,Normal,Normal
0.055285034,0.164055,3.479783157,8,Attack,Attack
0.049464319,0.077578,2.596424939,0,Normal,Normal
0.05617827,0.162816,3.582736034,8,Attack,Attack
0.05306744,0.078056,2.969023547,0,Normal,Normal
0.054956662,0.154888,3.348188988,7,Attack,Attack
0.054142886,0.073777,3.093627037,0,Normal,Normal
0.055786183,0.164867,3.587075502,13,Attack,Attack
0.052957809,0.075519,2.948918158,0,Normal,Normal
0.054492425,0.167748,3.346167226,8,Attack,Attack
0.052125968,0.075066,2.891402617,0,Normal,Normal
0.056665533,0.159147,3.59857307,9,Attack,Attack
0.053478144,0.078395,3.012192037,0,Normal,Normal
0.054089149,0.155902,3.269895365,9,Attack,Attack
0.051843542,0.077112,2.852249818,0,Normal,Normal
0.05655511,0.160804,3.687590802,6,Attack,Attack
0.048900797,0.072404,2.541158877,0,Normal,Normal
0.054847361,0.165624,3.42953478,10,Attack,Attack
0.052377756,0.073349,2.87514039,0,Normal,Normal
0.058969521,0.174061,3.846911937,8,Attack,Attack
0.054854454,0.078189,3.173241206,0,Normal,Normal
0.053960489,0.163394,3.221870642,7,Attack,Attack
0.052737483,0.079247,2.949579964,0,Normal,Normal
0.056591568,0.168323,3.685301327,6,Attack,Attack
0.050170492,0.065295,2.62941929,0,Normal,Normal
0.055466312,0.176264,3.550235979,6,Attack,Attack
0.052133886,0.080192,2.869139584,0,Normal,Normal
0.052984524,0.154018,3.135315914,10,Attack,Attack
0.053064526,0.074697,2.978960411,0,Normal,Normal
0.057777713,0.159894,3.797299438,8,Attack,Attack
0.051854607,0.077574,2.836690538,0,Normal,Normal
0.057574837,0.16519,3.885022037,9,Attack,Attack
0.053810808,0.077382,3.039027145,0,Normal,Normal
0.057023115,0.162796,3.55447804,7,Attack,Attack
0.050773597,0.071392,2.740309445,0,Normal,Normal
0.056617534,0.161717,3.597677323,8,Attack,Attack
0.057009614,0.080144,3.445618511,0,Normal,Normal
0.056111216,0.159287,3.589008461,9,Attack,Attack
0.052713961,0.07049,2.910173565,0,Normal,Normal
0.057955628,0.164045,3.790067928,7,Attack,Attack
0.053597578,0.07867,3.048016358,0,Normal,Normal
0.05364561,0.161742,3.338401688,8,Attack,Attack
0.050678286,0.070728,2.713344398,0,Normal,Normal
0.055322883,0.159237,3.460744672,12,Attack,Attack
0.051346306,0.079148,2.794618523,0,Normal,Normal
0.054630797,0.161343,3.441838215,6,Attack,Attack
0.054969063,0.076986,3.203703597,0,Normal,Normal
0.055306844,0.163522,3.458993448,10,Attack,Attack
0.053818044,0.076771,3.059021544,0,Normal,Normal
0.053409106,0.162046,3.29418611,5,Attack,Attack
0.05420372,0.073786,3.091998232,0,Normal,Normal
0.056854539,0.159434,3.801693286,10,Attack,Attack
0.051346474,0.070974,2.772850095,0,Normal,Normal
0.057954104,0.159352,3.738363239,8,Attack,Attack
0.054758743,0.075906,3.159129135,0,Normal,Normal
0.053587053,0.17689,3.340894744,7,Attack,Attack
0.053605672,0.078666,3.026936407,0,Normal,Normal
0.056753066,0.155579,3.634123711,9,Attack,Attack
0.053071383,0.074854,2.978914923,0,Normal,Normal
0.056545016,0.170782,3.633343058,5,Attack,Attack
0.053426847,0.07679,3.024927397,0,Normal,Normal
0.054892806,0.151114,3.417256901,9,Attack,Attack
0.05121271,0.072581,2.776279062,0,Normal,Normal
0.055901791,0.173313,3.634243488,7,Attack,Attack
0.054301296,0.076885,3.118140455,0,Normal,Normal
0.056592059,0.175707,3.585399868,5,Attack,Attack
0.053513235,0.075088,3.014607845,0,Normal,Normal
0.056043207,0.163638,3.613657981,8,Attack,Attack
0.053617895,0.080039,3.028812642,0,Normal,Normal
0.050929681,0.163123,3.011843845,6,Attack,Attack
0.047693192,0.072235,2.405933744,0,Normal,Normal
0.053319297,0.15667,3.342087352,7,Attack,Attack
0.054112298,0.075771,3.084270591,0,Normal,Normal
0.055984713,0.159342,3.517014094,5,Attack,Attack
0.052644452,0.074306,2.929404449,0,Normal,Normal
0.057394896,0.163337,3.860803607,7,Attack,Attack
0.050199795,0.070735,2.650359523,0,Normal,Normal
0.053091371,0.170995,3.219515085,7,Attack,Attack
0.051019812,0.079512,2.743354351,0,Normal,Normal
0.05313232,0.150246,3.123182345,6,Attack,Attack
0.050890504,0.072149,2.733680272,0,Normal,Normal
0.056673916,0.172188,3.64222181,7,Attack,Attack
0.053971801,0.078735,3.084679832,0,Normal,Normal
0.055562129,0.169423,3.63516036,7,Attack,Attack
0.054350077,0.075724,3.117522055,0,Normal,Normal
0.05555715,0.164026,3.519023766,6,Attack,Attack
0.052731671,0.075254,2.927719934,0,Normal,Normal
0.053614729,0.160759,3.225389849,7,Attack,Attack
0.05353201,0.07369,3.017790644,0,Normal,Normal
0.055326667,0.158367,3.483929044,11,Attack,Attack
0.051474658,0.070338,2.792450388,0,Normal,Normal
0.057898818,0.163249,3.877219107,8,Attack,Attack
0.05055604,0.071585,2.68099983,0,Normal,Normal
0.057875233,0.161646,3.925427737,6,Attack,Attack
0.054759401,0.075667,3.158237301,0,Normal,Normal
0.052881223,0.158803,3.139628584,11,Attack,Attack
0.051307185,0.07647,2.794861038,0,Normal,Normal
0.056874404,0.162931,3.612428042,7,Attack,Attack
0.052097389,0.070328,2.846964472,0,Normal,Normal
0.054306636,0.163251,3.31618509,6,Attack,Attack
0.052611217,0.078014,2.91834805,0,Normal,Normal
0.056195265,0.16587,3.690533857,9,Attack,Attack
0.052852553,0.074275,2.961213598,0,Normal,Normal
0.058494806,0.16671,3.97320172,7,Attack,Attack
0.052257778,0.080512,2.915016457,0,Normal,Normal
0.055713879,0.160575,3.406936752,11,Attack,Attack
0.046901959,0.068795,2.314227818,0,Normal,Normal
0.05509429,0.159633,3.645994536,10,Attack,Attack
0.052567154,0.074029,2.901586567,0,Normal,Normal
0.056404252,0.175735,3.545251884,8,Attack,Attack
0.054004761,0.075052,3.071698874,0,Normal,Normal
0.055990646,0.172093,3.609056532,8,Attack,Attack
0.050452205,0.072097,2.672638365,0,Normal,Normal
0.054813037,0.16534,3.282982385,6,Attack,Attack
0.052141533,0.075351,2.863643768,0,Normal,Normal
0.056555451,0.171565,3.594978096,6,Attack,Attack
0.053135338,0.070869,2.953192314,0,Normal,Normal
0.060209359,0.1656,4.162093137,9,Attack,Attack
0.052427957,0.077299,2.885584805,0,Normal,Normal
0.054051832,0.158569,3.322209892,10,Attack,Attack
0.052480332,0.079941,2.911681204,0,Normal,Normal
0.05750076,0.16603,3.869241167,8,Attack,Attack
0.050453886,0.073739,2.693652483,0,Normal,Normal
0.058590428,0.160646,3.925567247,13,Attack,Attack
0.052142005,0.073502,2.862180082,0,Normal,Normal
0.057491305,0.164473,3.749889755,8,Attack,Attack
0.048493034,0.072208,2.48941618,0,Normal,Normal
0.054134255,0.155781,3.355182751,9,Attack,Attack
0.050841759,0.075704,2.746147865,0,Normal,Normal
0.05384731,0.150731,3.152994491,7,Attack,Attack
0.053215144,0.078403,3.000840355,0,Normal,Normal
0.059035219,0.16361,3.956698863,8,Attack,Attack
0.05091144,0.074728,2.765792367,0,Normal,Normal
0.05699268,0.168258,3.772188356,9,Attack,Attack
0.048931021,0.074124,2.53951965,0,Normal,Normal
0.053926524,0.165308,3.329190154,7,Attack,Attack
0.053150038,0.075861,2.971055703,0,Normal,Normal
0.056593188,0.151843,3.631135342,8,Attack,Attack
0.053864887,0.080354,3.072900509,0,Normal,Normal
0.054724945,0.158297,3.424602578,8,Attack,Attack
0.050545426,0.070658,2.69095507,0,Normal,Normal
0.05917411,0.167889,3.982687919,10,Attack,Attack
0.04926739,0.071222,2.558092315,0,Normal,Normal
0.05383242,0.160566,3.269537663,6,Attack,Attack
0.052987301,0.075911,2.959664029,0,Normal,Normal
0.05966582,0.164346,4.156805519,9,Attack,Attack
0.051286699,0.075638,2.773471281,0,Normal,Normal
0.057806002,0.164332,3.873479958,9,Attack,Attack
0.052867649,0.07317,2.950253049,0,Normal,Normal
0.054147129,0.164854,3.351179035,13,Attack,Attack
0.050278611,0.070489,2.690398729,0,Normal,Normal
0.053001505,0.163597,3.218309708,6,Attack,Attack
0.047893932,0.075309,2.419563485,0,Normal,Normal
0.056241738,0.161554,3.641979812,10,Attack,Attack
0.054266811,0.07792,3.121549398,0,Normal,Normal
0.058055334,0.166157,3.850435089,8,Attack,Attack
0.050137215,0.074487,2.678291234,0,Normal,Normal
0.049918828,0.146592,2.856365079,6,Attack,Attack
0.054214145,0.077629,3.100796914,0,Normal,Normal
0.055375794,0.165079,3.53076174,7,Attack,Attack
0.051881079,0.073007,2.850417329,0,Normal,Normal
0.055731161,0.161913,3.484942467,9,Attack,Attack
0.054277546,0.07711,3.095207726,0,Normal,Normal
0.056279278,0.160196,3.606468521,9,Attack,Attack
0.051461467,0.06798,2.777803405,0,Normal,Normal
0.054579205,0.163458,3.465421276,9,Attack,Attack
0.054062192,0.07334,3.07639331,0,Normal,Normal
0.053786798,0.157063,3.294506029,7,Attack,Attack
0.055292524,0.074214,3.215692443,0,Normal,Normal
0.055156874,0.164777,3.522608903,6,Attack,Attack
0.051545721,0.076569,2.83557824,0,Normal,Normal
0.057575234,0.165345,3.780486167,8,Attack,Attack
0.050692581,0.071375,2.709743204,0,Normal,Normal
0.0574346,0.169784,3.881298008,6,Attack,Attack
0.051484893,0.076431,2.803665697,0,Normal,Normal
0.05647041,0.15106,3.634594512,10,Attack,Attack
0.054631379,0.075575,3.156736137,0,Normal,Normal
0.056580288,0.163682,3.578040628,6,Attack,Attack
0.049279083,0.075555,2.564141892,0,Normal,Normal
0.056432768,0.163158,3.560108301,6,Attack,Attack
0.052023256,0.07362,2.862134993,0,Normal,Normal
0.056061993,0.15953,3.541459372,8,Attack,Attack
0.051889937,0.071689,2.830372842,0,Normal,Normal
0.05790809,0.167065,3.931020051,9,Attack,Attack
0.051176458,0.072291,2.750502471,0,Normal,Normal
0.054808061,0.158936,3.468751461,8,Attack,Attack
0.054323024,0.077074,3.111141009,0,Normal,Normal
0.053367705,0.163006,3.243220041,6,Attack,Attack
0.052511214,0.076835,2.928176108,0,Normal,Normal
0.055740032,0.162868,3.614293993,10,Attack,Attack
0.052812732,0.074149,2.95470257,0,Normal,Normal
0.055688624,0.159021,3.489733137,6,Attack,Attack
0.054984686,0.076256,3.193735714,0,Normal,Normal
0.057959336,0.165775,3.860721365,5,Attack,Attack
0.056322671,0.078422,3.331914808,0,Normal,Normal
0.054116341,0.162703,3.29565071,10,Attack,Attack
0.056046003,0.074154,3.273434976,0,Normal,Normal
0.056018075,0.153836,3.397458548,5,Attack,Attack
0.053587801,0.077978,3.057786205,0,Normal,Normal
0.056600098,0.162737,3.692308777,10,Attack,Attack
0.051555211,0.075821,2.814833571,0,Normal,Normal
0.055570678,0.172541,3.496455807,8,Attack,Attack
0.052646481,0.075433,2.937856922,0,Normal,Normal
0.056533721,0.172705,3.695208597,6,Attack,Attack
0.051437111,0.069134,2.785996181,0,Normal,Normal
0.053172237,0.15058,3.169344682,8,Attack,Attack
0.051321854,0.077088,2.783870801,0,Normal,Normal
0.053644595,0.17074,3.219441501,12,Attack,Attack
0.053539163,0.080332,3.042843231,0,Normal,Normal
0.058913062,0.169268,3.998647011,6,Attack,Attack
0.04883296,0.073718,2.537017134,0,Normal,Normal
0.05665453,0.169313,3.617083528,9,Attack,Attack
0.052924793,0.078387,2.960750576,0,Normal,Normal
0.057028538,0.161934,3.681885735,11,Attack,Attack
0.05384605,0.074462,3.050164943,0,Normal,Normal
0.058397262,0.1704,3.828938763,7,Attack,Attack
0.050883309,0.072589,2.743122332,0,Normal,Normal
0.054449943,0.158146,3.516671872,9,Attack,Attack
0.055695302,0.078193,3.301288354,0,Normal,Normal
0.05622247,0.157378,3.620954027,9,Attack,Attack
0.050272295,0.07373,2.655690346,0,Normal,Normal
0.057128798,0.16973,3.723597832,9,Attack,Attack
0.05373763,0.076714,3.032220511,0,Normal,Normal
0.053228187,0.153306,3.227241408,8,Attack,Attack
0.05151362,0.078931,2.851898679,0,Normal,Normal
0.055988827,0.155886,3.585970352,6,Attack,Attack
0.053025032,0.074879,2.963509942,0,Normal,Normal
0.05606958,0.167702,3.629546939,11,Attack,Attack
0.054412055,0.076629,3.131759283,0,Normal,Normal
0.057899109,0.165277,3.789861647,8,Attack,Attack
0.05217983,0.076768,2.903193642,0,Normal,Normal
0.050890815,0.150165,2.93016834,5,Attack,Attack
0.05080169,0.071804,2.728375968,0,Normal,Normal
0.052097236,0.152128,3.087897893,9,Attack,Attack
0.053409929,0.07686,3.00662763,0,Normal,Normal
0.054489973,0.154748,3.424918729,8,Attack,Attack
0.052771665,0.073011,2.92186212,0,Normal,Normal
0.052495327,0.154965,3.104374057,6,Attack,Attack
0.051612414,0.071178,2.794683402,0,Normal,Normal
0.056258086,0.162818,3.671056618,11,Attack,Attack
0.052509255,0.07103,2.910991135,0,Normal,Normal
0.055245413,0.162716,3.547786998,11,Attack,Attack
0.053901032,0.075141,3.049449515,0,Normal,Normal
0.055960217,0.165769,3.562792911,9,Attack,Attack
0.054612828,0.078578,3.147873704,0,Normal,Normal
0.05652486,0.161808,3.607425847,8,Attack,Attack
0.051807272,0.073524,2.851733568,0,Normal,Normal
0.057301244,0.157456,3.629882723,8,Attack,Attack
0.049895794,0.076205,2.654230191,0,Normal,Normal
0.056079942,0.160882,3.539777827,7,Attack,Attack
0.051202991,0.077539,2.783947342,0,Normal,Normal
0.057169532,0.167632,3.712926174,7,Attack,Attack
0.053217172,0.073597,2.975859657,0,Normal,Normal
0.05826823,0.167207,3.901003644,4,Attack,Attack
0.051111039,0.074407,2.765362531,0,Normal,Normal
0.057872385,0.158341,3.819085245,8,Attack,Attack
0.054649367,0.076673,3.145808973,0,Normal,Normal
0.053487365,0.15437,3.243492253,6,Attack,Attack
0.052282653,0.077238,2.874854712,0,Normal,Normal
0.057384783,0.161569,3.815471231,10,Attack,Attack
0.050968833,0.071659,2.733301854,0,Normal,Normal
0.054624612,0.163291,3.45063898,10,Attack,Attack
0.05432184,0.078316,3.139768244,0,Normal,Normal
0.053589567,0.158485,3.185415596,9,Attack,Attack
0.053437665,0.074006,3.025345991,0,Normal,Normal
